fecha_presentacion,proyecto_ley,id,proponente,cargo,comision,estado,texto_proyecto_ley_pdf_presente,texto_proyecto_ley,texto_1debate_pdf_presente,texto_1debate,texto_2debate_pdf_presente,texto_2debate,texto_aprobado_pleno_pdf_presente,texto_aprobado_pleno,objecion_parcial_pdf_presente,objecion_parcial,objecion_total_pdf_presente,objecion_total,texto_definitivo_pleno_pdf_presente,texto_definitivo_pleno,registro_oficial_pdf_presente,registro_oficial
2024-08-02,Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Carrera Sanitaria,AN-2024-3009,HERRERA GOMEZ ANA CECILIA,ASAMBLEÍSTA/S,NA,No Calificado / Archivado,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/232282cb-b660-4ea5-8782-b65a3f513351/453810-samaniego.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-08-02,Proyecto de Ley Orgánica Reformatoria de la Ley de Educación Superior para regular el patrimonio y requisitos de creación de las instituciones de Educación Superior,AN-2024-3008,RECALDE ALAVA ECKENNER READER,ASAMBLEÍSTA/S,"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales",En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/3e0746a3-8cc1-42e7-953c-524b2fbfa534/453765-recalde.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-08-02,Proyecto de Ley Orgánica Reformatoria a la Ley de Defensa del Trabajador Autónomo y del Comerciante Minorista,AN-2024-3010,SAMANIEGO MAIGUA  FRANKLIN OMAR,ASAMBLEÍSTA/S,NA,No Calificado / Archivado,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/b715df52-9c08-441e-be0e-8b8a7849c429/453797-herrera.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-08-01,Proyecto de Ley Reformatoria al Código Orgánico Integral Penal para regular la proporcionalidad de la sanción de las contravenciones de tránsito,AN-2024-3004,PARRA VILLACIS JONATHAN EMANUEL,ASAMBLEÍSTA/S,Comisión de Justicia y Estructura del Estado,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/6c212b84-5943-4dd2-ad7e-a55d52e3f1ad/453676-pe%F1afiel.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-08-01,Proyecto de Ley Reformatoria a la Ley de Minería para garantizar la redistribución de recursos provenientes de patentes de conservación para concesión minera entre los Gobiernos Autónomos Descentralizados Parroquiales Rurales,AN-2024-3005,"VALLADAREZ GONZALEZ HECTOR GUILLERMO, CORDOVA COMPS PASCACIO  Y RIVADENEIRA ANDREA",ASAMBLEÍSTA/S,NA,No Calificado / Archivado,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/b20c33de-b8f5-4fbb-9e06-343e69e4709a/pp%20-%20proyecto%20de%20ley%20453680-posso.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-08-01,Proyecto de Ley Reformatoria a la Ley Orgánica del Concejo de Participación Ciudadana y Control Social,AN-2024-3006,SAMANIEGO MAIGUA  FRANKLIN OMAR,ASAMBLEÍSTA/S,"Comisión de Transparencia, Participación Ciudadana y Control Social",En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/ea8a76f9-ec58-4356-918d-040a5648ef64/pp%20-%20proyecto%20de%20ley%20453684-corral.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-08-01,Proyecto de Ley Orgánica Reformatoria de la Ley Orgánica de Educación Intercultural para un mejor acceso a la educación en la provincia de Galápagos y las zonas de difícil acceso,AN-2024-3007,AGUAS FLORES MILTON JAVIER,ASAMBLEÍSTA/S,"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales",En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/37692d77-fd73-4ae6-9602-774d49bebe46/453713-samaniego.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-08-01,Proyecto de Ley Orgánica Reformatoria al Código Orgánico Integral Penal,AN-2024-3002,POSSO NARANJO LUCIA ANABELLE,ASAMBLEÍSTA/S,Comisión de Justicia y Estructura del Estado,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/d03394db-7c7e-4bd3-b3ee-0e8ad4f3c489/453707-valladarez.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-08-01,Proyecto de Ley Orgánica Reformatoria de la Ley Orgánica de Servicio Exterior,AN-2024-3001,CRUZ ZAMBRANO CARLA MAGALY,ASAMBLEÍSTA/S,NA,En trámite / Revisión en el Consejo de Administración Legislativa,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/ac0184ff-feb2-4341-b327-7f3243c0d7f7/453714-aguas.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-08-01,Proyecto de Reforma al Código Orgánico Integral Penal,AN-2024-3000,PEÑAFIEL CEDEÑO JORGE ANDRÉS Y BEDON ALVAREZ GABRIEL HUMBERTO,ASAMBLEÍSTA/S,NA,No Calificado / Archivado,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/f42ee0ae-d188-428d-ae14-cff667ce3aec/PP-PRO~1.PDF,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-08-01,Proyecto de Ley de Ejercicio Profesional del Trabajo Social,AN-2024-3003,CORRAL ALAVA RAISA IRINA,ASAMBLEÍSTA/S,Comisión del Derecho al Trabajo y a la Seguridad Social,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/ac0184ff-feb2-4341-b327-7f3243c0d7f7/453714-aguas.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-31,"Proyecto de Ley Orgánica Reformatoria a varias leyes para el fomento del deporte, educación física y recreación",AN-2024-2998,SALAZAR HIDALGO MONICA DE JESUS,ASAMBLEÍSTA/S,NA,No Calificado / Archivado,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/54bdb16c-ef47-464e-acaf-5b832c3c837e/453618-ugsha.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-31,"Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Transporte Terrestre, Tránsito y Seguridad Vial y al Código Orgánico Integral Penal",AN-2024-2999,UGSHA TOAQUIZA CESAR AUGUSTO,ASAMBLEÍSTA/S,Comisión de Justicia y Estructura del Estado,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/4141957d-1f0d-4a9f-8cb8-d2ede290f73a/453622-salazar.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-31,"Proyecto de Ley Orgánica Reformatoria al Código Orgánico de la Función Judicial para la protección de víctimas, testigos y otros participantes del proceso penal",AN-2024-2997,GALARZA AÑAZCO ANA MERCEDES,ASAMBLEÍSTA/S,Comisión de Justicia y Estructura del Estado,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/dc679268-250d-4b5f-8b69-dfe2c8101805/453600-galarza.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-30,"Proyecto de Ley Orgánica Reformatoria al Código Orgánico de Organización Territorial, Autonomía y Descentralización COOTAD para fortalecer la seguridad ciudadana",AN-2024-2994,ORDOÑEZ BRAVO STEVEN LEONARDO,ASAMBLEÍSTA/S,Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/85dab65c-95ea-4099-847a-5ed94f16fc5d/PP-PRO~1.PDF,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-30,Proyecto de Ley Orgánica Reformatoria de varios cuerpos legales para garantizar la igualdad de derechos en el retiro voluntario y jubilación de los trabajadores del sector público,AN-2024-2996,OCHOA SUAREZ KARLA PIEDAD,ASAMBLEÍSTA/S,Comisión del Derecho al Trabajo y a la Seguridad Social,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/eb961397-7578-4dc6-8ad3-1f223417f86d/PPPROY~1.PDF,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-30,Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Educación Intercultural LOEI,AN-2024-2988,BOHORQUEZ TAPIA MANUEL OSWAL,ASAMBLEÍSTA/S,"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales",En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/fdb99bf0-662d-4ffc-95b4-d033de9c1f50/pp%20-%20proyecto%20de%20ley%20453512-boh%F3rquez.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-30,Proyecto de Ley Orgánica Reformatoria al Código Orgánico Integral Penal - extensión del delito de prevaricato a los jueces y conjueces de la Corte Nacional de Justicia,AN-2024-2985,PASQUEL ANDRADE MARIA TERESA DEL CARMEN,ASAMBLEÍSTA/S,Comisión de Justicia y Estructura del Estado,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/ff69dd18-58fc-45db-87d0-9e334d06a8e0/453598-ochoa.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-30,Proyecto de Ley Orgánica Reformatoria al Código del Trabajo para la gestión ética y transparencia en asociaciones y sindicatos de trabajadores,AN-2024-2989,SANCHEZ URGILES SANDRA SOFIA,ASAMBLEÍSTA/S,NA,En trámite / Revisión en el Consejo de Administración Legislativa,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/1ca7fd84-46da-42ab-b989-5309ab99ce8e/453532-ordo%F1ez.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-30,Proyecto de Ley Orgánica Reformatoria a varias leyes para el impulso de las actividades agroproductivas,AN-2024-2993,GARCÍA MEJÍA ADRIANA DENISSE,ASAMBLEÍSTA/S,NA,No Calificado / Archivado,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/4c384aa1-95bf-4f73-a2ed-9cc084c4c3c7/PP-PRO~1.PDF,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-30,Proyecto de Ley Reformatoria a la Ley de Inquilinato,AN-2024-2992,HERRERA GOMEZ ANA CECILIA Y SALAZAR HIDALGO MONICA DE JESUS,ASAMBLEÍSTA/S,Comisión de Justicia y Estructura del Estado,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/85dab65c-95ea-4099-847a-5ed94f16fc5d/PP-PRO~1.PDF,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-30,"Proyecto de Ley Orgánica Reformatoria al Código Orgánico Integral Penal en materia de régimen de reincidencia, medidas cautelares y cálculo de penas",AN-2024-2991,ACAITURRI VILLA VARAS JORGE ENRIQUE,ASAMBLEÍSTA/S,Comisión de Justicia y Estructura del Estado,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/6d0641e1-b84e-40b8-ae65-cd63c697c549/453518-acaiturri_merged.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-30,Proyecto de Ley Orgánica Reformatoria al Código Orgánico Integral Penal para la protección penal de la eficiencia administrativa y la responsabilidad por omisión,AN-2024-2986,LAVAYEN TAMAYO JOHNNY ALFREDO,ASAMBLEÍSTA/S,Comisión de Justicia y Estructura del Estado,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/eb961397-7578-4dc6-8ad3-1f223417f86d/PPPROY~1.PDF,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-30,Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica del Sistema Nacional de Contratación Pública,AN-2024-2995,TIUPUL URQUIZO CARMEN YOLANDA,ASAMBLEÍSTA/S,Comisión de Régimen Económico y Tributario y su Regulación y Control,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/fdb99bf0-662d-4ffc-95b4-d033de9c1f50/pp%20-%20proyecto%20de%20ley%20453512-boh%F3rquez.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-30,Proyecto de Ley para el Fomento y Desarrollo de la Inteligencia Artificial,AN-2024-2990,SUBIA DÁVALOS KARINA DEL CARMEN,ASAMBLEÍSTA/S,"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales",En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/ff69dd18-58fc-45db-87d0-9e334d06a8e0/453598-ochoa.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-30,Proyecto de Ley Orgánica de Preservación y Prevención de impacto de olas rompientes en el Litoral Ecuatoriano,AN-2024-2987,PATRICIO BENJAMIN CISNEROS GRANIZO,ASAMBLEÍSTA/S,Comisión de Biodiversidad y Recursos Naturales,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/1ca7fd84-46da-42ab-b989-5309ab99ce8e/453532-ordo%F1ez.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-29,"Proyecto de Ley Orgánica de Inteligencia, Inteligencia Estratégica y Contrainteligencia",AN-2024-2983,MATOVELLE VERA DIEGO FERNADO,ASAMBLEÍSTA/S,"Comisión de Soberanía, Integración y Seguridad Integral",En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/c58a4242-9c99-4eb0-8a5d-16fb4140da4c/ilovepdf_merged%20-%202024-07-30T163630.843.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-26,Proyecto de Ley Orgánica Reformatoria al Código Orgánico de Organización Territorial (CCOTAD),AN-2024-2982,ZAPATA ROJAS HERNA PATRICIO,ASAMBLEÍSTA/S,Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/e7c2b3ce-7808-4c8d-88a7-a11ce3d303c9/453287-zapata.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-23,Proyecto de Ley Orgánica de la Policía Nacional del Ecuador,AN-2024-2979,KRONFLE KOZHAYA  HENRY FABIÁN,ASAMBLEÍSTA/S,Comisión del Derecho al Trabajo y a la Seguridad Social,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/6387d2be-b914-4dcf-931d-03e50134df5e/ilovepdf_merged%20-%202024-07-29T151257.861.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-22,"Proyecto de Ley Orgánica Reformatoria al Código del Trabajo y a la Ley Orgánica de Servicio Público para la protección de los derechos laborales de las personas con enfermedades raras, huérfanas, catastróficas y de alta complejidad",AN-2024-2977,MENDEZ ROJAS FERNADA MABEL,ASAMBLEÍSTA/S,Comisión del Derecho al Trabajo y a la Seguridad Social,En trámite / Primer Debate en el Pleno,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/a0922ecd-bfe7-4817-9663-fca226b06f37/proyecto_de_ley__merged.pdf,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/57ddd0e2-147a-4d73-815c-cc35282f19bd/ilovepdf_merged%20-%202025-02-07T162658.192.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-22,Proyecto de Ley para la Recuperación Económica y Productiva del sector agropecuario en las provincias de Manabí y Esmeraldas,AN-2024-2978,CENTENO ARTEAGA VALENTINA,ASAMBLEÍSTA/S,NA,No Calificado / Archivado,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/a0922ecd-bfe7-4817-9663-fca226b06f37/proyecto_de_ley__merged.pdf,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/57ddd0e2-147a-4d73-815c-cc35282f19bd/ilovepdf_merged%20-%202025-02-07T162658.192.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-18,"Proyecto de Ley Orgánica Reformatoria al Código Orgánico de Organización Territorial, Autonomía y Descentralización",AN-2024-2970,CELLERI GÓMEZ SAMUEL ELÍAS,ASAMBLEÍSTA/S,Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/40cdeec8-4c98-4792-a798-d2f0422b49fb/pp%20-%20proyecto%20de%20ley%20452794-zambrano.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-18,"Proyecto de Ley Reformatorio a la Ley Orgánica de Transporte Terrestre, Tránsito y Seguridad Vial",AN-2024-2972,ZAMBRANO GONZALEZ VIVIANA JACQUELINE,ASAMBLEÍSTA/S,"Comisión de Desarrollo Económico, Productivo y la Microempresa",En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/d6b93e38-6e2a-4b4c-a80e-f3ed37d3196b/PP-PRO~1.PDF,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-18,Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de la Función Legislativa,AN-2024-2967,ALVARADO CAMPI LUIS RICARDO,ASAMBLEÍSTA/S,Comisión de Justicia y Estructura del Estado,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/b21d25b0-2b58-464d-9d71-0df4196910a5/pp%20-%20proyecto%20de%20ley%20452755-barreto.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-18,Proyecto de Ley Orgánica Reformatoria al Código Orgánico Administrativo,AN-2024-2973,BAYAS URIARTE JADIRA DEL ROSARIO,ASAMBLEÍSTA/S,Comisión de Justicia y Estructura del Estado,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/682d35c9-6205-49cc-9379-8006dc25d6b7/pp%20-%20proyecto%20de%20ley%20452798-vera.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-18,Proyecto de Ley Orgánica Reformatoria al Código Orgánico Penal y otros cuerpos legales para la seguridad,AN-2024-2976,VERA MORA CARLOS EDILBERTO,ASAMBLEÍSTA/S,Comisión de Justicia y Estructura del Estado,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/089d7d59-18e2-48c2-abb8-eec1335b1c3e/pp%20-%20%20proyectode%20ley%20452791-bayas.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-18,Proyecto de Ley Orgánica para el Fortalecimiento de Juicios Políticos,AN-2024-2966,BARRETO ZAMBRANO LENIN DANIEL,ASAMBLEÍSTA/S,Comisión de Justicia y Estructura del Estado,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/317e3777-0e07-4459-9da0-ff1299be671b/pp%20-%20%20proyecto%20de%20ley%20452765-alvarado.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-18,"Proyecto de Ley Orgánica Reformatoria a varias leyes para un mejor acceso a la educación de los niños, niñas y adolescentes de la provincia de Galápagos y zonas de difícil acceso",AN-2024-2969,AGUAS FLORES MILTON JAVIER,ASAMBLEÍSTA/S,NA,Retirado / Registro del Proyecto,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/da74afd3-2058-46fb-b5ed-0b2bf6fce764/PP-PRO~1.PDF,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/2c6dec33-c16f-4a21-b509-00725b025c4b/INFORME%20PARA%20PRIMER%20DEBATE.pdf,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/9550af0c-e6d3-4647-a73e-7564ed63c87c/2D%20-INFORME%20COMISION.pdf,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-18,Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Telecomunicaciones para la eliminación de la brecha digital,AN-2024-2971,ACAITURRI VILLA VARAS JORGE ENRIQUE,ASAMBLEÍSTA/S,"Comisión de Desarrollo Económico, Productivo y la Microempresa",En trámite / Difusión para Segundo Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/4fe84576-1d1c-457e-840f-dc3aeed689dd/pp%20-%20proyecto%20de%20ley%20452772-celleri.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-17,"Proyecto de Ley Orgánica de Recursos Hídricos, Usos y Aprovechamiento de Agua como Sector Estratégico",AN-2024-2965,VARGAS OCAÑA GUIDO GILBERTO,ASAMBLEÍSTA/S,Comisión de Biodiversidad y Recursos Naturales,En trámite / Difusión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/95bc2ad4-40bb-446e-b159-f2697d327acf/pp-%20proyecto%20de%20ley%20452688-vargas.pdf,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/8b86b62b-8d21-45fa-9d9d-2ecfe685da20/1D-INF~1.PDF,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-17,"Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Transporte Terrestre, Tránsito y Seguridad Vial para regular la actividad de entrega de bienes y servicios a domicilio en motocicletas",AN-2024-2968,CASTRO PIEDRA ADRIAN ERNESTO,ASAMBLEÍSTA/S,"Comisión de Desarrollo Económico, Productivo y la Microempresa",En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/71df28af-674e-47b2-ac53-d123dc30df13/pp%20-%20proyecto%20de%20ley.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-17,Proyecto de Ley Orgánica Reformatoria del ambiente para la adecuada clasificación de los animales,AN-2024-2964,BAYAS URIARTE JADIRA DEL ROSARIO,ASAMBLEÍSTA/S,Comisión de Biodiversidad y Recursos Naturales,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/9dc9f083-5cb0-4445-aaf5-cd27d72911de/pp%20-%20proyecto%20de%20ley%20452672-velasco.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-17,Proyecto de Ley Orgánica para declarar al 17 de julio como Día Nacional de la Batalla de Ibarra,AN-2024-2962,POSSO NARANJO LUCIA ANABELLE,ASAMBLEÍSTA/S,"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales",En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/95bc2ad4-40bb-446e-b159-f2697d327acf/pp-%20proyecto%20de%20ley%20452688-vargas.pdf,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/8b86b62b-8d21-45fa-9d9d-2ecfe685da20/1D-INF~1.PDF,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-17,Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Desarrollo Fronterizo,AN-2024-2963,VELASCO ERAZO PEDRO RAMIRO,ASAMBLEÍSTA/S,NA,No Calificado / Archivado,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/1dfa618b-961e-46c6-ab83-5b386b071fec/PP-PRO~1.PDF,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-16,"Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Tránsito, Transporte Terrestre y Seguridad Vial",AN-2024-2958,ALARCON BUENO INES MARGARITA,ASAMBLEÍSTA/S,"Comisión de Desarrollo Económico, Productivo y la Microempresa",En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/082a563c-af2c-4c9e-a9ab-326f3fc3836d/pp%20-%20proyecto%20de%20ley%20452550-benitez.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-16,Proyecto de Ley Orgánica Reformatoria a varios cuerpos legales para la desconcentración en la prestación de bienes y servicios públicos del Estado Central,AN-2024-2960,VERA PALACIOS OTTO SANTIAGO Y ALVAREZ GRANDA JORGE HERMEL,ASAMBLEÍSTA/S,Comisión de Justicia y Estructura del Estado,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/ef8877f7-b08d-42f9-8835-e43e46cba27c/pp%20-%20proyecto%20de%20ley%20452520-alarcon.pdf,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-16,"Proyecto de Ley Reformatoria a la Ley de Minería para aplicación de la asignación directa de regalías mineras a las áreas de influencia rurales parroquiales, cantonales y provinciales",AN-2024-2961,ORDOÑEZ BRAVO STEVEN LEONARDO,ASAMBLEÍSTA/S,Comisión de Biodiversidad y Recursos Naturales,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/3edaa411-682c-4902-a43c-70c05dd6c44c/PP-PRO~1.PDF,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
2024-07-16,Proyecto de Ley Orgánica Reformatoria al Código Orgánico Integral Penal para afrontar la situación delictiva del país,AN-2024-2959,BENITEZ CALVA EDGAR GEOVANNY,ASAMBLEÍSTA/S,Comisión de Justicia y Estructura del Estado,En trámite / Revisión en Comisión para Primer Debate,1,https://ppless.asambleanacional.gob.ec/alfresco/d/d/workspace/SpacesStore/9a9803c5-8682-4831-9053-0c33cc896062/PP-PRO~1.PDF,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
